CAMPAÑA FINAL;MES;BASE;Altas;Ingresos
BRM Filtro;1/12/2024;Tecnología;76; $ 19.800.000 
BRM Filtro;1/01/2024;Terminales;0; $ -   
BRM Filtro;1/02/2024;Terminales;0; $ -   
BRM Filtro;1/03/2024;Terminales;12; $ 14.310.447 
BRM Filtro;1/04/2024;Terminales;37; $ 44.556.435 
BRM Filtro;1/05/2024;Terminales;48; $ 57.169.951 
BRM Filtro;1/06/2024;Terminales;40; $ 47.400.926 
BRM Filtro;1/07/2024;Terminales;47; $ 56.768.962 
BRM Filtro;1/08/2024;Terminales;49; $ 58.251.598 
BRM Filtro;1/09/2024;Terminales;43; $ 51.645.848 
BRM Filtro;1/10/2024;Terminales;63; $ 75.095.752 
BRM Filtro;1/11/2024;Terminales;63; $ 75.095.752 
BRM Filtro;1/12/2024;Terminales;84; $ 100.200.000 
BRM Filtro;1/01/2024;UG Fijo;241; $ 3.856.680 
BRM Filtro;1/02/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/03/2024;UG Fijo;337; $ 5.392.000 
BRM Filtro;1/04/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/05/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/06/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/07/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/08/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/09/2024;UG Fijo;337; $ 5.395.104 
BRM Filtro;1/10/2024;UG Fijo;337; $ 5.395.200 
BRM Filtro;1/11/2024;UG Fijo;337; $ 5.395.200 
BRM Filtro;1/12/2024;UG Fijo;337; $ 5.395.200 
BRM Filtro;1/02/2024;UG Móvil;73; $ 750.000 
BRM Filtro;1/03/2024;UG Móvil;0; $ -   
BRM Filtro;1/04/2024;UG Móvil;0; $ -   
BRM Filtro;1/05/2024;UG Móvil;0; $ -   
BRM Filtro;1/06/2024;UG Móvil;0; $ -   
BRM Filtro;1/07/2024;UG Móvil;0; $ -   
BRM Filtro;1/08/2024;UG Móvil;0; $ -   
BRM Filtro;1/09/2024;UG Móvil;0; $ -   
BRM Filtro;1/10/2024;UG Móvil;0; $ -   
BRM Filtro;1/11/2024;UG Móvil;0; $ -   
BRM Filtro;1/12/2024;UG Móvil;0; $ -   
BRM Filtro;1/01/2024;Ultra WiFi;357; $ 53.534.187 
BRM Filtro;1/02/2024;Ultra WiFi;412; $ 61.627.640 
BRM Filtro;1/03/2024;Ultra WiFi;493; $ 73.859.570 
BRM Filtro;1/04/2024;Ultra WiFi;988; $ 147.953.701 
BRM Filtro;1/05/2024;Ultra WiFi;1167; $ 174.771.817 
BRM Filtro;1/06/2024;Ultra WiFi;1205; $ 180.458.138 
BRM Filtro;1/07/2024;Ultra WiFi;1205; $ 180.458.138 
BRM Filtro;1/08/2024;Ultra WiFi;1066; $ 159.730.907 
BRM Filtro;1/09/2024;Ultra WiFi;969; $ 159.730.907 
BRM Filtro;1/10/2024;Ultra WiFi;950; $ 156.616.018 
BRM Filtro;1/11/2024;Ultra WiFi;950; $ 156.616.018 
BRM Filtro;1/12/2024;Ultra WiFi;1081; $ 178.200.000 
BRM Masivo Medellín;1/01/2024;Adicionales;1879; $ 32.737.817 
BRM Masivo Medellín;1/02/2024;Adicionales;1656; $ 28.852.488 
BRM Masivo Medellín;1/03/2024;Adicionales;1244; $ 21.674.212 
BRM Masivo Medellín;1/04/2024;Adicionales;1263; $ 22.005.249 
BRM Masivo Medellín;1/05/2024;Adicionales;1639; $ 28.556.297 
BRM Masivo Medellín;1/06/2024;Adicionales;1732; $ 30.176.636 
BRM Masivo Medellín;1/07/2024;Adicionales;1491; $ 25.977.693 
BRM Masivo Medellín;1/08/2024;Adicionales;1368; $ 23.834.664 
BRM Masivo Medellín;1/09/2024;Adicionales;1422; $ 24.775.506 
BRM Masivo Medellín;1/10/2024;Adicionales;1467; $ 25.559.541 
BRM Masivo Medellín;1/11/2024;Adicionales;1368; $ 23.834.664 
BRM Masivo Medellín;1/12/2024;Adicionales;1367; $ 23.817.241 
BRM Masivo Medellín;1/01/2024;Convergencia Fijo;49; $ -   
BRM Masivo Medellín;1/02/2024;Convergencia Fijo;45; $ -   
BRM Masivo Medellín;1/03/2024;Convergencia Fijo;45; $ -   
BRM Masivo Medellín;1/04/2024;Convergencia Fijo;46; $ -   
BRM Masivo Medellín;1/05/2024;Convergencia Fijo;54; $ -   
BRM Masivo Medellín;1/06/2024;Convergencia Fijo;46; $ -   
BRM Masivo Medellín;1/07/2024;Convergencia Fijo;36; $ -   
BRM Masivo Medellín;1/08/2024;Convergencia Fijo;37; $ -   
BRM Masivo Medellín;1/09/2024;Convergencia Fijo;37; $ -   
BRM Masivo Medellín;1/10/2024;Convergencia Fijo;40; $ -   
BRM Masivo Medellín;1/11/2024;Convergencia Fijo;32; $ -   
BRM Masivo Medellín;1/12/2024;Convergencia Fijo;32; $ -   
BRM Masivo Medellín;1/01/2024;Convergencia Móvil;38; $ -   
BRM Masivo Medellín;1/02/2024;Convergencia Móvil;36; $ -   
BRM Masivo Medellín;1/03/2024;Convergencia Móvil;37; $ -   
BRM Masivo Medellín;1/04/2024;Convergencia Móvil;39; $ -   
BRM Masivo Medellín;1/05/2024;Convergencia Móvil;46; $ -   
BRM Masivo Medellín;1/06/2024;Convergencia Móvil;20; $ -   
BRM Masivo Medellín;1/07/2024;Convergencia Móvil;21; $ -   
BRM Masivo Medellín;1/09/2024;Convergencia Móvil;21; $ -   
BRM Masivo Medellín;1/10/2024;Convergencia Móvil;32; $ -   
BRM Masivo Medellín;1/12/2024;Convergencia Móvil;19; $ -   
BRM Masivo Medellín;1/11/2024;Convergencia Móvil;19; $ -   
BRM Masivo Medellín;1/11/2024;Habilitador Internet;143; $ 13.661.532 
BRM Masivo Medellín;1/12/2024;Habilitador Internet;141; $ -   
BRM Masivo Medellín;1/01/2024;Línea Nueva;9; $ 301.680 
BRM Masivo Medellín;1/02/2024;Línea Nueva;6; $ 201.120 
BRM Masivo Medellín;1/03/2024;Línea Nueva;6; $ 201.120 
BRM Masivo Medellín;1/04/2024;Línea Nueva;5; $ 167.600 
BRM Masivo Medellín;1/05/2024;Línea Nueva;7; $ 234.640 
BRM Masivo Medellín;1/06/2024;Línea Nueva;6; $ 201.120 
BRM Masivo Medellín;1/07/2024;Línea Nueva;7; $ 234.640 
BRM Masivo Medellín;1/08/2024;Línea Nueva;7; $ 234.640 
BRM Masivo Medellín;1/09/2024;Línea Nueva;6; $ 201.120 
BRM Masivo Medellín;1/10/2024;Línea Nueva;5; $ 167.600 
BRM Masivo Medellín;1/11/2024;Línea Nueva;5; $ 167.600 
BRM Masivo Medellín;1/12/2024;Línea Nueva;5; $ 167.600 
BRM Masivo Medellín;1/01/2024;Migraciones;155; $ 5.195.600 
BRM Masivo Medellín;1/02/2024;Migraciones;136; $ 4.558.720 
BRM Masivo Medellín;1/03/2024;Migraciones;132; $ 4.424.640 
BRM Masivo Medellín;1/04/2024;Migraciones;136; $ 4.558.720 
BRM Masivo Medellín;1/05/2024;Migraciones;160; $ 5.363.200 
BRM Masivo Medellín;1/06/2024;Migraciones;143; $ 4.793.360 
BRM Masivo Medellín;1/07/2024;Migraciones;153; $ 5.128.560 
BRM Masivo Medellín;1/08/2024;Migraciones;150; $ 5.028.000 
BRM Masivo Medellín;1/09/2024;Migraciones;146; $ 4.893.920 
BRM Masivo Medellín;1/10/2024;Migraciones;116; $ 3.888.320 
BRM Masivo Medellín;1/11/2024;Migraciones;108; $ 3.620.160 
BRM Masivo Medellín;1/12/2024;Migraciones;122; $ 4.089.440 
BRM Masivo Medellín;1/01/2024;Portabilidad Pospago;124; $ 4.156.480 
BRM Masivo Medellín;1/02/2024;Portabilidad Pospago;137; $ 4.592.240 
BRM Masivo Medellín;1/03/2024;Portabilidad Pospago;136; $ 4.558.720 
BRM Masivo Medellín;1/04/2024;Portabilidad Pospago;140; $ 4.692.800 
BRM Masivo Medellín;1/05/2024;Portabilidad Pospago;164; $ 5.497.280 
BRM Masivo Medellín;1/06/2024;Portabilidad Pospago;147; $ 4.927.440 
BRM Masivo Medellín;1/07/2024;Portabilidad Pospago;157; $ 5.262.640 
BRM Masivo Medellín;1/08/2024;Portabilidad Pospago;155; $ 5.195.600 
BRM Masivo Medellín;1/09/2024;Portabilidad Pospago;150; $ 5.028.000 
BRM Masivo Medellín;1/10/2024;Portabilidad Pospago;120; $ 4.022.400 
BRM Masivo Medellín;1/11/2024;Portabilidad Pospago;112; $ 3.754.240 
BRM Masivo Medellín;1/12/2024;Portabilidad Pospago;125; $ 4.190.000 
BRM Masivo Medellín;1/01/2024;Servicios Fijo;395; $ 11.606.285 
BRM Masivo Medellín;1/02/2024;Servicios Fijo;376; $ 11.048.008 
BRM Masivo Medellín;1/03/2024;Servicios Fijo;306; $ 8.991.198 
BRM Masivo Medellín;1/04/2024;Servicios Fijo;324; $ 9.520.092 
BRM Masivo Medellín;1/05/2024;Servicios Fijo;364; $ 10.695.412 
BRM Masivo Medellín;1/06/2024;Servicios Fijo;285; $ 8.374.155 
BRM Masivo Medellín;1/07/2024;Servicios Fijo;188; $ 5.524.004 
BRM Masivo Medellín;1/08/2024;Servicios Fijo;168; $ 4.936.344 
BRM Masivo Medellín;1/09/2024;Servicios Fijo;157; $ 4.613.131 
BRM Masivo Medellín;1/10/2024;Servicios Fijo;216; $ 6.346.728 
BRM Masivo Medellín;1/11/2024;Servicios Fijo;210; $ 6.170.430 
BRM Masivo Medellín;1/12/2024;Servicios Fijo;198; $ 5.817.834 
BRM Masivo Medellín;1/01/2024;Tecnología;99; $ 25.603.039 
BRM Masivo Medellín;1/02/2024;Tecnología;86; $ 22.277.251 
BRM Masivo Medellín;1/03/2024;Tecnología;81; $ 21.154.840 
BRM Masivo Medellín;1/04/2024;Tecnología;52; $ 13.516.758 
BRM Masivo Medellín;1/05/2024;Tecnología;56; $ 14.564.318 
BRM Masivo Medellín;1/06/2024;Tecnología;56; $ 14.534.178 
BRM Masivo Medellín;1/07/2024;Tecnología;54; $ 13.900.170 
BRM Masivo Medellín;1/08/2024;Tecnología;48; $ 12.424.170 
BRM Masivo Medellín;1/09/2024;Tecnología;48; $ 12.424.170 
BRM Masivo Medellín;1/10/2024;Tecnología;48; $ 12.384.000 
BRM Masivo Medellín;1/11/2024;Tecnología;49; $ 12.744.000 
BRM Masivo Medellín;1/12/2024;Tecnología;50; $ 12.888.000 
BRM Masivo Medellín;1/01/2024;Terminales;68; $ 81.289.610 
BRM Masivo Medellín;1/02/2024;Terminales;63; $ 75.627.147 
BRM Masivo Medellín;1/03/2024;Terminales;67; $ 80.138.504 
BRM Masivo Medellín;1/04/2024;Terminales;67; $ 80.531.631 
BRM Masivo Medellín;1/05/2024;Terminales;87; $ 104.621.010 
BRM Masivo Medellín;1/06/2024;Terminales;79; $ 94.411.695 
BRM Masivo Medellín;1/07/2024;Terminales;80; $ 95.400.000 
BRM Masivo Medellín;1/08/2024;Terminales;80; $ 95.400.000 
BRM Masivo Medellín;1/09/2024;Terminales;80; $ 95.400.000 
BRM Masivo Medellín;1/10/2024;Terminales;78; $ 93.600.000 
BRM Masivo Medellín;1/11/2024;Terminales;78; $ 93.600.000 
BRM Masivo Medellín;1/12/2024;Terminales;89; $ 106.200.000 
BRM Masivo Medellín;1/01/2024;UG Fijo;436; $ 6.972.134 
BRM Masivo Medellín;1/02/2024;UG Fijo;380; $ 6.086.784 
BRM Masivo Medellín;1/03/2024;UG Fijo;374; $ 5.984.000 
BRM Masivo Medellín;1/04/2024;UG Fijo;374; $ 5.976.115 
BRM Masivo Medellín;1/05/2024;UG Fijo;420; $ 6.723.130 
BRM Masivo Medellín;1/06/2024;UG Fijo;420; $ 6.723.130 
BRM Masivo Medellín;1/07/2024;UG Fijo;420; $ 6.723.130 
BRM Masivo Medellín;1/08/2024;UG Fijo;321; $ 6.723.130 
BRM Masivo Medellín;1/09/2024;UG Fijo;321; $ 5.682.182 
BRM Masivo Medellín;1/10/2024;UG Fijo;321; $ 5.140.800 
BRM Masivo Medellín;1/11/2024;UG Fijo;321; $ 5.140.800 
BRM Masivo Medellín;1/12/2024;UG Fijo;321; $ 5.140.800 
BRM Masivo Medellín;1/01/2024;UG Móvil;236; $ 2.411.506 
BRM Masivo Medellín;1/02/2024;UG Móvil;215; $ 2.200.000 
BRM Masivo Medellín;1/03/2024;UG Móvil;219; $ 2.240.000 
BRM Masivo Medellín;1/04/2024;UG Móvil;225; $ 2.293.333 
BRM Masivo Medellín;1/05/2024;UG Móvil;253; $ 2.580.000 
BRM Masivo Medellín;1/06/2024;UG Móvil;253; $ 2.580.000 
BRM Masivo Medellín;1/07/2024;UG Móvil;388; $ 3.960.000 
BRM Masivo Medellín;1/08/2024;UG Móvil;370; $ 3.780.000 
BRM Masivo Medellín;1/09/2024;UG Móvil;370; $ 3.780.000 
BRM Masivo Medellín;1/10/2024;UG Móvil;370; $ 3.780.000 
BRM Masivo Medellín;1/11/2024;UG Móvil;370; $ 3.780.000 
BRM Masivo Medellín;1/12/2024;UG Móvil;370; $ 3.780.000 
BRM Masivo Medellín;1/01/2024;Ultra WiFi;1539; $ 230.427.354 
BRM Masivo Medellín;1/02/2024;Ultra WiFi;1339; $ 200.495.256 
BRM Masivo Medellín;1/03/2024;Ultra WiFi;1271; $ 190.393.558 
BRM Masivo Medellín;1/04/2024;Ultra WiFi;812; $ 121.650.821 
BRM Masivo Medellín;1/05/2024;Ultra WiFi;875; $ 131.078.863 
BRM Masivo Medellín;1/06/2024;Ultra WiFi;874; $ 130.807.604 
BRM Masivo Medellín;1/07/2024;Ultra WiFi;835; $ 125.101.533 
BRM Masivo Medellín;1/08/2024;Ultra WiFi;746; $ 111.817.533 
BRM Masivo Medellín;1/09/2024;Ultra WiFi;678; $ 111.817.533 
BRM Masivo Medellín;1/10/2024;Ultra WiFi;676; $ 111.456.000 
BRM Masivo Medellín;1/11/2024;Ultra WiFi;696; $ 114.696.000 
BRM Masivo Medellín;1/12/2024;Ultra WiFi;704; $ 115.992.000 
BRM Whatsapp;1/01/2024;Adicionales;140; $ 2.439.220 
BRM Whatsapp;1/02/2024;Adicionales;203; $ 3.536.869 
BRM Whatsapp;1/03/2024;Adicionales;186; $ 3.240.678 
BRM Whatsapp;1/04/2024;Adicionales;179; $ 3.118.717 
BRM Whatsapp;1/05/2024;Adicionales;206; $ 3.589.138 
BRM Whatsapp;1/06/2024;Adicionales;318; $ 5.540.514 
BRM Whatsapp;1/07/2024;Adicionales;800; $ 13.938.400 
BRM Whatsapp;1/08/2024;Adicionales;500; $ 8.711.500 
BRM Whatsapp;1/09/2024;Adicionales;541; $ 9.425.843 
BRM Whatsapp;1/10/2024;Adicionales;602; $ 10.488.646 
BRM Whatsapp;1/11/2024;Adicionales;477; $ 8.310.771 
BRM Whatsapp;1/12/2024;Adicionales;475; $ 8.275.925 
BRM Whatsapp;1/01/2024;Convergencia Fijo;4; $ -   
BRM Whatsapp;1/02/2024;Convergencia Fijo;5; $ -   
BRM Whatsapp;1/03/2024;Convergencia Fijo;7; $ -   
BRM Whatsapp;1/04/2024;Convergencia Fijo;7; $ -   
BRM Whatsapp;1/05/2024;Convergencia Fijo;7; $ -   
BRM Whatsapp;1/06/2024;Convergencia Fijo;6; $ -   
BRM Whatsapp;1/07/2024;Convergencia Fijo;5; $ -   
BRM Whatsapp;1/08/2024;Convergencia Fijo;8; $ -   
BRM Whatsapp;1/09/2024;Convergencia Fijo;8; $ -   
BRM Whatsapp;1/10/2024;Convergencia Fijo;11; $ -   
BRM Whatsapp;1/11/2024;Convergencia Fijo;9; $ -   
BRM Whatsapp;1/12/2024;Convergencia Fijo;9; $ -   
BRM Whatsapp;1/01/2024;Convergencia Móvil;14; $ -   
BRM Whatsapp;1/02/2024;Convergencia Móvil;22; $ -   
BRM Whatsapp;1/03/2024;Convergencia Móvil;24; $ -   
BRM Whatsapp;1/04/2024;Convergencia Móvil;24; $ -   
BRM Whatsapp;1/05/2024;Convergencia Móvil;25; $ -   
BRM Whatsapp;1/06/2024;Convergencia Móvil;11; $ -   
BRM Whatsapp;1/07/2024;Convergencia Móvil;12; $ -   
BRM Whatsapp;1/09/2024;Convergencia Móvil;12; $ -   
BRM Whatsapp;1/10/2024;Convergencia Móvil;17; $ -   
BRM Whatsapp;1/12/2024;Convergencia Móvil;10; $ -   
BRM Whatsapp;1/11/2024;Convergencia Móvil;10; $ -   
BRM Whatsapp;1/11/2024;Habilitador Internet;18; $ 1.719.633 
BRM Whatsapp;1/12/2024;Habilitador Internet;18; $ -   
BRM Whatsapp;1/01/2024;Línea Nueva;2; $ 67.040 
BRM Whatsapp;1/02/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/03/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/04/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/05/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/06/2024;Línea Nueva;3; $ 100.560 
BRM Whatsapp;1/07/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/08/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/09/2024;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/10/2024;Línea Nueva;3; $ 100.560 
BRM Whatsapp;1/11/2024;Línea Nueva;3; $ 100.560 
BRM Whatsapp;1/12/2024;Línea Nueva;3; $ 100.560 
BRM Whatsapp;1/01/2024;Migraciones;56; $ 1.877.120 
BRM Whatsapp;1/02/2024;Migraciones;84; $ 2.815.680 
BRM Whatsapp;1/03/2024;Migraciones;86; $ 2.882.720 
BRM Whatsapp;1/04/2024;Migraciones;82; $ 2.748.640 
BRM Whatsapp;1/05/2024;Migraciones;86; $ 2.882.720 
BRM Whatsapp;1/06/2024;Migraciones;77; $ 2.581.040 
BRM Whatsapp;1/07/2024;Migraciones;82; $ 2.748.640 
BRM Whatsapp;1/08/2024;Migraciones;80; $ 2.681.600 
BRM Whatsapp;1/09/2024;Migraciones;78; $ 2.614.560 
BRM Whatsapp;1/10/2024;Migraciones;63; $ 2.111.760 
BRM Whatsapp;1/11/2024;Migraciones;58; $ 1.944.160 
BRM Whatsapp;1/12/2024;Migraciones;65; $ 2.178.800 
BRM Whatsapp;1/01/2024;Portabilidad Pospago;57; $ 1.910.640 
BRM Whatsapp;1/02/2024;Portabilidad Pospago;84; $ 2.815.680 
BRM Whatsapp;1/03/2024;Portabilidad Pospago;88; $ 2.949.760 
BRM Whatsapp;1/04/2024;Portabilidad Pospago;84; $ 2.815.680 
BRM Whatsapp;1/05/2024;Portabilidad Pospago;88; $ 2.949.760 
BRM Whatsapp;1/06/2024;Portabilidad Pospago;79; $ 2.648.080 
BRM Whatsapp;1/07/2024;Portabilidad Pospago;84; $ 2.815.680 
BRM Whatsapp;1/08/2024;Portabilidad Pospago;83; $ 2.782.160 
BRM Whatsapp;1/09/2024;Portabilidad Pospago;80; $ 2.681.600 
BRM Whatsapp;1/10/2024;Portabilidad Pospago;65; $ 2.178.800 
BRM Whatsapp;1/11/2024;Portabilidad Pospago;60; $ 2.011.200 
BRM Whatsapp;1/12/2024;Portabilidad Pospago;67; $ 2.245.840 
BRM Whatsapp;1/01/2024;Servicios Fijo;29; $ 852.107 
BRM Whatsapp;1/02/2024;Servicios Fijo;46; $ 1.351.618 
BRM Whatsapp;1/03/2024;Servicios Fijo;46; $ 1.351.618 
BRM Whatsapp;1/04/2024;Servicios Fijo;46; $ 1.351.618 
BRM Whatsapp;1/05/2024;Servicios Fijo;46; $ 1.351.618 
BRM Whatsapp;1/06/2024;Servicios Fijo;50; $ 1.469.150 
BRM Whatsapp;1/07/2024;Servicios Fijo;61; $ 1.792.363 
BRM Whatsapp;1/08/2024;Servicios Fijo;65; $ 1.909.895 
BRM Whatsapp;1/09/2024;Servicios Fijo;69; $ 2.027.427 
BRM Whatsapp;1/10/2024;Servicios Fijo;102; $ 2.997.066 
BRM Whatsapp;1/11/2024;Servicios Fijo;102; $ 2.997.066 
BRM Whatsapp;1/12/2024;Servicios Fijo;102; $ 2.997.066 
BRM Whatsapp;1/01/2024;Tecnología;5; $ 1.371.591 
BRM Whatsapp;1/02/2024;Tecnología;9; $ 2.465.106 
BRM Whatsapp;1/03/2024;Tecnología;11; $ 2.954.383 
BRM Whatsapp;1/04/2024;Tecnología;9; $ 2.328.901 
BRM Whatsapp;1/05/2024;Tecnología;9; $ 2.358.032 
BRM Whatsapp;1/06/2024;Tecnología;9; $ 2.259.896 
BRM Whatsapp;1/07/2024;Tecnología;9; $ 2.284.800 
BRM Whatsapp;1/08/2024;Tecnología;7; $ 1.876.800 
BRM Whatsapp;1/09/2024;Tecnología;8; $ 1.999.200 
BRM Whatsapp;1/10/2024;Tecnología;8; $ 1.999.200 
BRM Whatsapp;1/11/2024;Tecnología;8; $ 2.142.000 
BRM Whatsapp;1/12/2024;Tecnología;11; $ 2.860.719 
BRM Whatsapp;1/01/2024;Terminales;26; $ 30.675.412 
BRM Whatsapp;1/02/2024;Terminales;38; $ 44.991.743 
BRM Whatsapp;1/03/2024;Terminales;27; $ 32.400.000 
BRM Whatsapp;1/04/2024;Terminales;18; $ 21.882.160 
BRM Whatsapp;1/05/2024;Terminales;20; $ 23.325.340 
BRM Whatsapp;1/06/2024;Terminales;17; $ 20.808.378 
BRM Whatsapp;1/07/2024;Terminales;18; $ 21.395.452 
BRM Whatsapp;1/08/2024;Terminales;18; $ 21.395.452 
BRM Whatsapp;1/09/2024;Terminales;18; $ 21.395.452 
BRM Whatsapp;1/10/2024;Terminales;18; $ 21.395.452 
BRM Whatsapp;1/11/2024;Terminales;18; $ 21.803.452 
BRM Whatsapp;1/12/2024;Terminales;32; $ 38.080.000 
BRM Whatsapp;1/01/2024;UG Fijo;32; $ 518.760 
BRM Whatsapp;1/02/2024;UG Fijo;47; $ 747.014 
BRM Whatsapp;1/03/2024;UG Fijo;56; $ 896.000 
BRM Whatsapp;1/04/2024;UG Fijo;53; $ 846.616 
BRM Whatsapp;1/05/2024;UG Fijo;53; $ 592.631 
BRM Whatsapp;1/06/2024;UG Fijo;53; $ 592.631 
BRM Whatsapp;1/07/2024;UG Fijo;41; $ 846.616 
BRM Whatsapp;1/08/2024;UG Fijo;41; $ 846.616 
BRM Whatsapp;1/09/2024;UG Fijo;41; $ 846.616 
BRM Whatsapp;1/10/2024;UG Fijo;41; $ 656.064 
BRM Whatsapp;1/11/2024;UG Fijo;41; $ 656.064 
BRM Whatsapp;1/12/2024;UG Fijo;41; $ 656.064 
BRM Whatsapp;1/01/2024;UG Móvil;89; $ 910.005 
BRM Whatsapp;1/02/2024;UG Móvil;132; $ 1.350.000 
BRM Whatsapp;1/03/2024;UG Móvil;148; $ 1.512.000 
BRM Whatsapp;1/04/2024;UG Móvil;142; $ 1.445.000 
BRM Whatsapp;1/05/2024;UG Móvil;142; $ 1.445.000 
BRM Whatsapp;1/06/2024;UG Móvil;142; $ 1.445.000 
BRM Whatsapp;1/07/2024;UG Móvil;142; $ 1.445.000 
BRM Whatsapp;1/08/2024;UG Móvil;60; $ 612.000 
BRM Whatsapp;1/09/2024;UG Móvil;60; $ 612.000 
BRM Whatsapp;1/10/2024;UG Móvil;60; $ 612.000 
BRM Whatsapp;1/11/2024;UG Móvil;60; $ 612.000 
BRM Whatsapp;1/12/2024;UG Móvil;60; $ 612.000 
BRM Whatsapp;1/01/2024;Ultra WiFi;82; $ 12.344.323 
BRM Whatsapp;1/02/2024;Ultra WiFi;148; $ 22.185.951 
BRM Whatsapp;1/03/2024;Ultra WiFi;178; $ 26.589.445 
BRM Whatsapp;1/04/2024;Ultra WiFi;140; $ 20.960.108 
BRM Whatsapp;1/05/2024;Ultra WiFi;142; $ 21.222.292 
BRM Whatsapp;1/06/2024;Ultra WiFi;136; $ 20.339.060 
BRM Whatsapp;1/07/2024;Ultra WiFi;137; $ 20.563.200 
BRM Whatsapp;1/08/2024;Ultra WiFi;113; $ 16.891.200 
BRM Whatsapp;1/09/2024;Ultra WiFi;109; $ 17.992.800 
BRM Whatsapp;1/10/2024;Ultra WiFi;109; $ 17.992.800 
BRM Whatsapp;1/11/2024;Ultra WiFi;117; $ 19.278.000 
BRM Whatsapp;1/12/2024;Ultra WiFi;156; $ 25.746.472 
COS Fidelización Bogotá;1/01/2024;Adicionales;356; $ 6.202.588 
COS Fidelización Bogotá;1/02/2024;Adicionales;320; $ 5.575.360 
COS Fidelización Bogotá;1/03/2024;Adicionales;274; $ 4.773.902 
COS Fidelización Bogotá;1/04/2024;Adicionales;256; $ 4.460.288 
COS Fidelización Bogotá;1/05/2024;Adicionales;261; $ 4.547.403 
COS Fidelización Bogotá;1/06/2024;Adicionales;326; $ 5.679.898 
COS Fidelización Bogotá;1/07/2024;Adicionales;650; $ 11.324.950 
COS Fidelización Bogotá;1/08/2024;Adicionales;750; $ 13.067.250 
COS Fidelización Bogotá;1/09/2024;Adicionales;1080; $ 18.816.840 
COS Fidelización Bogotá;1/10/2024;Adicionales;1170; $ 20.384.910 
COS Fidelización Bogotá;1/11/2024;Adicionales;840; $ 14.635.320 
COS Fidelización Bogotá;1/12/2024;Adicionales;841; $ 14.652.743 
COS Fidelización Bogotá;1/01/2024;Convergencia Fijo;9; $ -   
COS Fidelización Bogotá;1/02/2024;Convergencia Fijo;9; $ -   
COS Fidelización Bogotá;1/03/2024;Convergencia Fijo;10; $ -   
COS Fidelización Bogotá;1/04/2024;Convergencia Fijo;9; $ -   
COS Fidelización Bogotá;1/05/2024;Convergencia Fijo;7; $ -   
COS Fidelización Bogotá;1/06/2024;Convergencia Fijo;6; $ -   
COS Fidelización Bogotá;1/07/2024;Convergencia Fijo;6; $ -   
COS Fidelización Bogotá;1/08/2024;Convergencia Fijo;2; $ -   
COS Fidelización Bogotá;1/09/2024;Convergencia Fijo;2; $ -   
COS Fidelización Bogotá;1/10/2024;Convergencia Fijo;2; $ -   
COS Fidelización Bogotá;1/11/2024;Convergencia Fijo;2; $ -   
COS Fidelización Bogotá;1/12/2024;Convergencia Fijo;2; $ -   
COS Fidelización Bogotá;1/04/2024;Convergencia Móvil;0; $ -   
COS Fidelización Bogotá;1/11/2024;Habilitador Internet;22; $ 2.101.774 
COS Fidelización Bogotá;1/12/2024;Habilitador Internet;22; $ -   
COS Fidelización Bogotá;1/04/2024;Línea Nueva;0; $ -   
COS Fidelización Bogotá;1/04/2024;Migraciones;0; $ -   
COS Fidelización Bogotá;1/04/2024;Portabilidad Pospago;0; $ -   
COS Fidelización Bogotá;1/01/2024;Servicios Fijo;75; $ 2.203.725 
COS Fidelización Bogotá;1/02/2024;Servicios Fijo;73; $ 2.144.959 
COS Fidelización Bogotá;1/03/2024;Servicios Fijo;67; $ 1.968.661 
COS Fidelización Bogotá;1/04/2024;Servicios Fijo;66; $ 1.939.278 
COS Fidelización Bogotá;1/05/2024;Servicios Fijo;47; $ 1.381.001 
COS Fidelización Bogotá;1/06/2024;Servicios Fijo;28; $ 822.724 
COS Fidelización Bogotá;1/07/2024;Servicios Fijo;36; $ 1.057.788 
COS Fidelización Bogotá;1/08/2024;Servicios Fijo;45; $ 1.322.235 
COS Fidelización Bogotá;1/09/2024;Servicios Fijo;45; $ 1.322.235 
COS Fidelización Bogotá;1/10/2024;Servicios Fijo;75; $ 2.203.725 
COS Fidelización Bogotá;1/11/2024;Servicios Fijo;72; $ 2.115.576 
COS Fidelización Bogotá;1/12/2024;Servicios Fijo;30; $ 881.490 
COS Fidelización Bogotá;1/01/2024;Tecnología;17; $ 4.371.606 
COS Fidelización Bogotá;1/02/2024;Tecnología;15; $ 3.880.259 
COS Fidelización Bogotá;1/03/2024;Tecnología;17; $ 4.331.271 
