CAMPAÑA FINAL;MES;BASE;Altas;Ingresos
COS Masivo Bogotá;1/04/2025;Adicionales;2050; $ 35.717.150 
COS Segundo Anillo;1/04/2025;Adicionales;3752; $ 65.371.096 
Latcom;1/04/2025;Adicionales;0; $ -   
Millenium Masivo;1/04/2025;Adicionales;1697; $ 29.566.831 
Millenium Web Center;1/04/2025;Adicionales;1459; $ 25.420.157 
Nexa Masivo;1/04/2025;Adicionales;342; $ 5.958.666 
ABAI Masivo;1/04/2025;Convergencia Móvil;16; $ -   
ABAI Proactivo;1/04/2025;Convergencia Móvil;0; $ -   
ABAI Segundo Anillo;1/04/2025;Convergencia Móvil;1; $ -   
Almacontact Swat;1/04/2025;Convergencia Móvil;1; $ -   
AQI  Segundo Anillo;1/04/2025;Convergencia Móvil;2; $ -   
AQI Masivo Barranquilla;1/04/2025;Convergencia Móvil;17; $ -   
AQI Whatsapp;1/04/2025;Convergencia Móvil;14; $ -   
Atento  Segundo Anillo;1/04/2025;Convergencia Móvil;1; $ -   
Atento Clientes Criticos;1/04/2025;Convergencia Móvil;0; $ -   
Atento Proactivo;1/04/2025;Convergencia Móvil;0; $ -   
Atento Swat Bogotá;1/04/2025;Convergencia Móvil;1; $ -   
Atento Traslados Pereira;1/04/2025;Convergencia Móvil;1; $ -   
BRM Filtro;1/04/2025;Convergencia Móvil;9; $ -   
BRM Masivo Medellín;1/04/2025;Convergencia Móvil;20; $ -   
BRM Whatsapp;1/04/2025;Convergencia Móvil;12; $ -   
COS Fidelización Bogotá;1/04/2025;Convergencia Móvil;0; $ -   
COS Masivo Bogotá;1/04/2025;Convergencia Móvil;39; $ -   
COS Segundo Anillo;1/04/2025;Convergencia Móvil;1; $ -   
Millenium Masivo;1/04/2025;Convergencia Móvil;10; $ -   
Millenium Web Center;1/04/2025;Convergencia Móvil;1; $ -   
Nexa Masivo;1/04/2025;Convergencia Móvil;9; $ -   
ABAI Masivo;1/04/2025;Internet;82; $ 7.833.870 
ABAI Proactivo;1/04/2025;Internet;14; $ 1.337.490 
ABAI Segundo Anillo;1/04/2025;Internet;25; $ 2.388.375 
Almacontact Swat;1/04/2025;Internet;11; $ 1.050.885 
AQI  Segundo Anillo;1/04/2025;Internet;32; $ 3.057.120 
AQI Masivo Barranquilla;1/04/2025;Internet;82; $ 7.833.870 
AQI Whatsapp;1/04/2025;Internet;73; $ 6.974.055 
Atento  Segundo Anillo;1/04/2025;Internet;99; $ 9.457.965 
Atento Clientes Criticos;1/04/2025;Internet;8; $ 764.280 
Atento Proactivo;1/04/2025;Internet;30; $ 2.866.050 
Atento Swat Bogotá;1/04/2025;Internet;57; $ 5.445.495 
Atento Traslados Pereira;1/04/2025;Internet;75; $ 7.165.125 
BRM Filtro;1/04/2025;Internet;55; $ 5.254.425 
BRM Masivo Medellín;1/04/2025;Internet;99; $ 9.457.965 
BRM Whatsapp;1/04/2025;Internet;123; $ 11.750.805 
COS Fidelización Bogotá;1/04/2025;Internet;8; $ 764.280 
COS Masivo Bogotá;1/04/2025;Internet;190; $ 18.151.650 
COS Segundo Anillo;1/04/2025;Internet;169; $ 16.145.415 
Latcom;1/04/2025;Internet;0; $ -   
Millenium Masivo;1/04/2025;Internet;49; $ 4.681.215 
Millenium Web Center;1/04/2025;Internet;14; $ 1.337.490 
Nexa Masivo;1/04/2025;Internet;43; $ 4.108.005 
ABAI Masivo;1/04/2025;Línea Nueva;3; $ 100.560 
ABAI Proactivo;1/04/2025;Línea Nueva;0; $ -   
ABAI Segundo Anillo;1/04/2025;Línea Nueva;1; $ 33.520 
Almacontact Swat;1/04/2025;Línea Nueva;1; $ 33.520 
AQI  Segundo Anillo;1/04/2025;Línea Nueva;2; $ 67.040 
AQI Masivo Barranquilla;1/04/2025;Línea Nueva;6; $ 201.120 
AQI Whatsapp;1/04/2025;Línea Nueva;3; $ 100.560 
Atento  Segundo Anillo;1/04/2025;Línea Nueva;1; $ 33.520 
Atento Clientes Criticos;1/04/2025;Línea Nueva;0; $ -   
Atento Proactivo;1/04/2025;Línea Nueva;0; $ -   
Atento Swat Bogotá;1/04/2025;Línea Nueva;1; $ 33.520 
Atento Traslados Pereira;1/04/2025;Línea Nueva;1; $ 33.520 
BRM Filtro;1/04/2025;Línea Nueva;2; $ 67.040 
BRM Masivo Medellín;1/04/2025;Línea Nueva;8; $ 268.160 
BRM Whatsapp;1/04/2025;Línea Nueva;2; $ 67.040 
COS Fidelización Bogotá;1/04/2025;Línea Nueva;0; $ -   
COS Masivo Bogotá;1/04/2025;Línea Nueva;4; $ 134.080 
COS Segundo Anillo;1/04/2025;Línea Nueva;1; $ 33.520 
Millenium Masivo;1/04/2025;Línea Nueva;6; $ 201.120 
Millenium Web Center;1/04/2025;Línea Nueva;5; $ 167.600 
Nexa Masivo;1/04/2025;Línea Nueva;4; $ 134.080 
ABAI Masivo;1/04/2025;Migraciones;128; $ 4.290.560 
ABAI Proactivo;1/04/2025;Migraciones;0; $ -   
ABAI Segundo Anillo;1/04/2025;Migraciones;7; $ 234.640 
Almacontact Swat;1/04/2025;Migraciones;43; $ 1.441.360 
AQI  Segundo Anillo;1/04/2025;Migraciones;14; $ 469.280 
AQI Masivo Barranquilla;1/04/2025;Migraciones;156; $ 5.229.120 
AQI Whatsapp;1/04/2025;Migraciones;50; $ 1.676.000 
Atento  Segundo Anillo;1/04/2025;Migraciones;19; $ 636.880 
Atento Clientes Criticos;1/04/2025;Migraciones;0; $ -   
Atento Proactivo;1/04/2025;Migraciones;0; $ -   
Atento Swat Bogotá;1/04/2025;Migraciones;48; $ 1.608.960 
Atento Traslados Pereira;1/04/2025;Migraciones;30; $ 1.005.600 
BRM Filtro;1/04/2025;Migraciones;75; $ 2.514.000 
BRM Masivo Medellín;1/04/2025;Migraciones;149; $ 4.994.480 
BRM Whatsapp;1/04/2025;Migraciones;51; $ 1.709.520 
COS Fidelización Bogotá;1/04/2025;Migraciones;0; $ -   
COS Masivo Bogotá;1/04/2025;Migraciones;175; $ 5.866.000 
COS Segundo Anillo;1/04/2025;Migraciones;20; $ 670.400 
Millenium Masivo;1/04/2025;Migraciones;119; $ 3.988.880 
Millenium Web Center;1/04/2025;Migraciones;53; $ 1.776.560 
Nexa Masivo;1/04/2025;Migraciones;108; $ 3.620.160 
ABAI Masivo;1/04/2025;Portabilidad Pospago;89; $ 2.983.280 
ABAI Proactivo;1/04/2025;Portabilidad Pospago;0; $ -   
ABAI Segundo Anillo;1/04/2025;Portabilidad Pospago;9; $ 301.680 
Almacontact Swat;1/04/2025;Portabilidad Pospago;11; $ 368.720 
AQI  Segundo Anillo;1/04/2025;Portabilidad Pospago;11; $ 368.720 
AQI Masivo Barranquilla;1/04/2025;Portabilidad Pospago;87; $ 2.916.240 
AQI Whatsapp;1/04/2025;Portabilidad Pospago;42; $ 1.407.840 
Atento  Segundo Anillo;1/04/2025;Portabilidad Pospago;10; $ 335.200 
Atento Clientes Criticos;1/04/2025;Portabilidad Pospago;0; $ -   
Atento Proactivo;1/04/2025;Portabilidad Pospago;0; $ -   
Atento Swat Bogotá;1/04/2025;Portabilidad Pospago;13; $ 435.760 
Atento Traslados Pereira;1/04/2025;Portabilidad Pospago;8; $ 268.160 
BRM Filtro;1/04/2025;Portabilidad Pospago;42; $ 1.407.840 
BRM Masivo Medellín;1/04/2025;Portabilidad Pospago;103; $ 3.452.560 
BRM Whatsapp;1/04/2025;Portabilidad Pospago;42; $ 1.407.840 
COS Fidelización Bogotá;1/04/2025;Portabilidad Pospago;0; $ -   
COS Masivo Bogotá;1/04/2025;Portabilidad Pospago;122; $ 4.089.440 
COS Segundo Anillo;1/04/2025;Portabilidad Pospago;10; $ 335.200 
Millenium Masivo;1/04/2025;Portabilidad Pospago;46; $ 1.541.920 
Millenium Web Center;1/04/2025;Portabilidad Pospago;22; $ 737.440 
Nexa Masivo;1/04/2025;Portabilidad Pospago;52; $ 1.743.040 
ABAI Masivo;1/04/2025;Servicios Fijo;137; $ 6.434.877 
ABAI Proactivo;1/04/2025;Servicios Fijo;26; $ 1.175.320 
ABAI Segundo Anillo;1/04/2025;Servicios Fijo;42; $ 1.968.661 
Almacontact Swat;1/04/2025;Servicios Fijo;16; $ 793.341 
AQI  Segundo Anillo;1/04/2025;Servicios Fijo;56; $ 2.585.704 
AQI Masivo Barranquilla;1/04/2025;Servicios Fijo;137; $ 6.434.877 
AQI Whatsapp;1/04/2025;Servicios Fijo;125; $ 5.817.834 
Atento  Segundo Anillo;1/04/2025;Servicios Fijo;169; $ 7.874.644 
Atento Clientes Criticos;1/04/2025;Servicios Fijo;8; $ 470.128 
Atento Proactivo;1/04/2025;Servicios Fijo;71; $ 2.967.683 
Atento Swat Bogotá;1/04/2025;Servicios Fijo;98; $ 4.554.365 
Atento Traslados Pereira;1/04/2025;Servicios Fijo;127; $ 5.935.366 
BRM Filtro;1/04/2025;Servicios Fijo;93; $ 4.348.684 
BRM Masivo Medellín;1/04/2025;Servicios Fijo;165; $ 7.757.112 
BRM Whatsapp;1/04/2025;Servicios Fijo;211; $ 9.813.922 
COS Fidelización Bogotá;1/04/2025;Servicios Fijo;7; $ 440.745 
COS Masivo Bogotá;1/04/2025;Servicios Fijo;322; $ 15.044.096 
COS Segundo Anillo;1/04/2025;Servicios Fijo;286; $ 13.369.265 
Latcom;1/04/2025;Servicios Fijo;0; $ -   
Millenium Masivo;1/04/2025;Servicios Fijo;83; $ 3.878.556 
Millenium Web Center;1/04/2025;Servicios Fijo;24; $ 1.116.554 
Nexa Masivo;1/04/2025;Servicios Fijo;74; $ 3.437.811 
ABAI Masivo;1/04/2025;Tecnología;32; $ 8.297.991 
ABAI Proactivo;1/04/2025;Tecnología;5; $ 1.187.089 
ABAI Segundo Anillo;1/04/2025;Tecnología;12; $ 3.165.731 
Almacontact Swat;1/04/2025;Tecnología;14; $ 3.513.539 
AQI  Segundo Anillo;1/04/2025;Tecnología;4; $ 1.008.240 
AQI Masivo Barranquilla;1/04/2025;Tecnología;32; $ 8.297.991 
AQI Whatsapp;1/04/2025;Tecnología;26; $ 6.676.033 
Atento  Segundo Anillo;1/04/2025;Tecnología;55; $ 14.332.626 
Atento Clientes Criticos;1/04/2025;Tecnología;2; $ 593.544 
Atento Proactivo;1/04/2025;Tecnología;19; $ 4.995.121 
Atento Swat Bogotá;1/04/2025;Tecnología;88; $ 22.828.303 
Atento Traslados Pereira;1/04/2025;Tecnología;168; $ 43.524.848 
BRM Filtro;1/04/2025;Tecnología;69; $ 17.866.808 
BRM Masivo Medellín;1/04/2025;Tecnología;38; $ 9.957.589 
BRM Whatsapp;1/04/2025;Tecnología;35; $ 9.073.917 
COS Fidelización Bogotá;1/04/2025;Tecnología;3; $ 890.317 
COS Masivo Bogotá;1/04/2025;Tecnología;75; $ 19.361.895 
COS Segundo Anillo;1/04/2025;Tecnología;5; $ 1.247.671 
Latcom;1/04/2025;Tecnología;2; $ 593.544 
Millenium Masivo;1/04/2025;Tecnología;19; $ 4.978.795 
Millenium Web Center;1/04/2025;Tecnología;10; $ 2.481.979 
Nexa Masivo;1/04/2025;Tecnología;17; $ 4.425.511 
ABAI Masivo;1/04/2025;Terminales;73; $ 87.644.978 
ABAI Proactivo;1/04/2025;Terminales;7; $ 8.908.954 
ABAI Segundo Anillo;1/04/2025;Terminales;4; $ 4.845.737 
Almacontact Swat;1/04/2025;Terminales;2; $ 2.443.686 
AQI  Segundo Anillo;1/04/2025;Terminales;0; $ -   
AQI Masivo Barranquilla;1/04/2025;Terminales;73; $ 87.644.978 
AQI Whatsapp;1/04/2025;Terminales;46; $ 54.873.766 
Atento  Segundo Anillo;1/04/2025;Terminales;0; $ 280.368 
Atento Clientes Criticos;1/04/2025;Terminales;1; $ 1.500.000 
Atento Proactivo;1/04/2025;Terminales;1; $ 1.500.000 
Atento Swat Bogotá;1/04/2025;Terminales;1; $ 1.514.055 
Atento Traslados Pereira;1/04/2025;Terminales;1; $ 663.125 
BRM Filtro;1/04/2025;Terminales;87; $ 103.469.964 
BRM Masivo Medellín;1/04/2025;Terminales;88; $ 105.173.973 
BRM Whatsapp;1/04/2025;Terminales;34; $ 41.170.580 
COS Fidelización Bogotá;1/04/2025;Terminales;1; $ 1.500.000 
COS Masivo Bogotá;1/04/2025;Terminales;171; $ 204.504.056 
COS Segundo Anillo;1/04/2025;Terminales;15; $ 18.466.841 
Latcom;1/04/2025;Terminales;0; $ -   
Millenium Masivo;1/04/2025;Terminales;44; $ 52.586.987 
Millenium Web Center;1/04/2025;Terminales;11; $ 12.935.969 
Nexa Masivo;1/04/2025;Terminales;39; $ 46.743.096 
ABAI Masivo;1/04/2025;UG Fijo;268; $ 4.284.000 
ABAI Proactivo;1/04/2025;UG Fijo;41; $ 660.000 
ABAI Segundo Anillo;1/04/2025;UG Fijo;22; $ 359.680 
Almacontact Swat;1/04/2025;UG Fijo;525; $ 8.400.000 
AQI  Segundo Anillo;1/04/2025;UG Fijo;63; $ 1.007.106 
AQI Masivo Barranquilla;1/04/2025;UG Fijo;268; $ 4.284.000 
AQI Whatsapp;1/04/2025;UG Fijo;60; $ 964.800 
Atento  Segundo Anillo;1/04/2025;UG Fijo;70; $ 1.115.007 
Atento Clientes Criticos;1/04/2025;UG Fijo;28; $ 440.000 
Atento Proactivo;1/04/2025;UG Fijo;110; $ 1.760.000 
Atento Swat Bogotá;1/04/2025;UG Fijo;600; $ 9.600.000 
Atento Traslados Pereira;1/04/2025;UG Fijo;375; $ 6.000.000 
BRM Filtro;1/04/2025;UG Fijo;337; $ 5.395.200 
BRM Masivo Medellín;1/04/2025;UG Fijo;321; $ 5.140.800 
BRM Whatsapp;1/04/2025;UG Fijo;60; $ 964.800 
COS Fidelización Bogotá;1/04/2025;UG Fijo;69; $ 1.100.000 
COS Masivo Bogotá;1/04/2025;UG Fijo;625; $ 9.996.000 
COS Segundo Anillo;1/04/2025;UG Fijo;70; $ 1.115.007 
Latcom;1/04/2025;UG Fijo;28; $ 440.000 
Millenium Masivo;1/04/2025;UG Fijo;161; $ 2.570.400 
Millenium Web Center;1/04/2025;UG Fijo;80; $ 1.286.400 
Nexa Masivo;1/04/2025;UG Fijo;143; $ 2.284.800 
ABAI Masivo;1/04/2025;UG Móvil;308; $ 3.150.000 
ABAI Proactivo;1/04/2025;UG Móvil;490; $ 5.000.000 
ABAI Segundo Anillo;1/04/2025;UG Móvil;0; $ -   
Almacontact Swat;1/04/2025;UG Móvil;34; $ 350.000 
AQI  Segundo Anillo;1/04/2025;UG Móvil;0; $ -   
AQI Masivo Barranquilla;1/04/2025;UG Móvil;308; $ 3.150.000 
AQI Whatsapp;1/04/2025;UG Móvil;88; $ 900.000 
Atento  Segundo Anillo;1/04/2025;UG Móvil;0; $ -   
Atento Clientes Criticos;1/04/2025;UG Móvil;392; $ 4.000.000 
Atento Proactivo;1/04/2025;UG Móvil;1273; $ 13.000.000 
Atento Swat Bogotá;1/04/2025;UG Móvil;39; $ 400.000 
Atento Traslados Pereira;1/04/2025;UG Móvil;24; $ 250.000 
BRM Filtro;1/04/2025;UG Móvil;0; $ -   
BRM Masivo Medellín;1/04/2025;UG Móvil;370; $ 3.780.000 
BRM Whatsapp;1/04/2025;UG Móvil;88; $ 900.000 
COS Fidelización Bogotá;1/04/2025;UG Móvil;783; $ 8.000.000 
COS Masivo Bogotá;1/04/2025;UG Móvil;720; $ 7.350.000 
COS Segundo Anillo;1/04/2025;UG Móvil;0; $ -   
Millenium Masivo;1/04/2025;UG Móvil;185; $ 1.890.000 
Millenium Web Center;1/04/2025;UG Móvil;118; $ 1.200.000 
Nexa Masivo;1/04/2025;UG Móvil;165; $ 1.680.000 
ABAI Masivo;1/04/2025;Ultra WiFi;798; $ 131.506.043 
ABAI Proactivo;1/04/2025;Ultra WiFi;114; $ 18.812.911 
ABAI Segundo Anillo;1/04/2025;Ultra WiFi;304; $ 50.170.309 
Almacontact Swat;1/04/2025;Ultra WiFi;338; $ 55.682.346 
AQI  Segundo Anillo;1/04/2025;Ultra WiFi;97; $ 15.978.529 
AQI Masivo Barranquilla;1/04/2025;Ultra WiFi;798; $ 131.506.043 
AQI Whatsapp;1/04/2025;Ultra WiFi;642; $ 105.801.354 
Atento  Segundo Anillo;1/04/2025;Ultra WiFi;1378; $ 227.142.566 
Atento Clientes Criticos;1/04/2025;Ultra WiFi;57; $ 9.406.456 
Atento Proactivo;1/04/2025;Ultra WiFi;480; $ 79.162.366 
Atento Swat Bogotá;1/04/2025;Ultra WiFi;2194; $ 361.781.511 
Atento Traslados Pereira;1/04/2025;Ultra WiFi;4184; $ 689.779.062 
BRM Filtro;1/04/2025;Ultra WiFi;1717; $ 283.152.056 
BRM Masivo Medellín;1/04/2025;Ultra WiFi;957; $ 157.807.252 
BRM Whatsapp;1/04/2025;Ultra WiFi;872; $ 143.802.871 
COS Fidelización Bogotá;1/04/2025;Ultra WiFi;86; $ 14.109.683 
COS Masivo Bogotá;1/04/2025;Ultra WiFi;1861; $ 306.846.096 
COS Segundo Anillo;1/04/2025;Ultra WiFi;120; $ 19.773.005 
Latcom;1/04/2025;Ultra WiFi;57; $ 9.406.456 
Millenium Masivo;1/04/2025;Ultra WiFi;479; $ 78.903.626 
Millenium Web Center;1/04/2025;Ultra WiFi;239; $ 39.334.241 
Nexa Masivo;1/04/2025;Ultra WiFi;425; $ 70.135.218 
ABAI Masivo;1/05/2025;Adicionales;803; $ 13.990.669 
ABAI Proactivo;1/05/2025;Adicionales;317; $ 5.523.091 
ABAI Segundo Anillo;1/05/2025;Adicionales;864; $ 15.053.472 
Almacontact Swat;1/05/2025;Adicionales;653; $ 11.377.219 
AQI  Segundo Anillo;1/05/2025;Adicionales;477; $ 8.310.771 
AQI Masivo Barranquilla;1/05/2025;Adicionales;960; $ 16.726.080 
AQI Whatsapp;1/05/2025;Adicionales;488; $ 8.502.424 
Atento  Segundo Anillo;1/05/2025;Adicionales;2546; $ 44.358.958 
Atento Clientes Criticos;1/05/2025;Adicionales;0; $ -   
Atento Proactivo;1/05/2025;Adicionales;4496; $ 78.333.808 
Atento Swat Bogotá;1/05/2025;Adicionales;4810; $ 83.804.630 
Atento Traslados Pereira;1/05/2025;Adicionales;426; $ 7.422.198 
BRM Filtro;1/05/2025;Adicionales;916; $ 15.959.468 
BRM Masivo Medellín;1/05/2025;Adicionales;1202; $ 20.942.446 
BRM Whatsapp;1/05/2025;Adicionales;548; $ 9.547.804 
COS Fidelización Bogotá;1/05/2025;Adicionales;2411; $ 42.006.853 
COS Masivo Bogotá;1/05/2025;Adicionales;1729; $ 30.124.367 
COS Segundo Anillo;1/05/2025;Adicionales;3552; $ 61.886.496 
Latcom;1/05/2025;Adicionales;0; $ -   
Millenium Masivo;1/05/2025;Adicionales;1373; $ 23.921.779 
Millenium Web Center;1/05/2025;Adicionales;857; $ 14.931.511 
Nexa Masivo;1/05/2025;Adicionales;315; $ 5.488.245 
ABAI Masivo;1/05/2025;Convergencia Móvil;35; $ -   
ABAI Proactivo;1/05/2025;Convergencia Móvil;0;
ABAI Segundo Anillo;1/05/2025;Convergencia Móvil;1; $ -   
Almacontact Swat;1/05/2025;Convergencia Móvil;1; $ -   
AQI  Segundo Anillo;1/05/2025;Convergencia Móvil;2; $ -   
AQI Masivo Barranquilla;1/05/2025;Convergencia Móvil;20; $ -   
AQI Whatsapp;1/05/2025;Convergencia Móvil;14; $ -   
Atento  Segundo Anillo;1/05/2025;Convergencia Móvil;1; $ -   
Atento Clientes Criticos;1/05/2025;Convergencia Móvil;0; $ -   
Atento Proactivo;1/05/2025;Convergencia Móvil;0; $ -   
Atento Swat Bogotá;1/05/2025;Convergencia Móvil;1; $ -   
Atento Traslados Pereira;1/05/2025;Convergencia Móvil;1; $ -   
BRM Filtro;1/05/2025;Convergencia Móvil;12; $ -   
BRM Masivo Medellín;1/05/2025;Convergencia Móvil;21; $ -   
BRM Whatsapp;1/05/2025;Convergencia Móvil;13; $ -   
COS Fidelización Bogotá;1/05/2025;Convergencia Móvil;0; $ -   
COS Masivo Bogotá;1/05/2025;Convergencia Móvil;42; $ -   
COS Segundo Anillo;1/05/2025;Convergencia Móvil;3; $ -   
Millenium Masivo;1/05/2025;Convergencia Móvil;17; $ -   
Millenium Web Center;1/05/2025;Convergencia Móvil;5; $ -   
Nexa Masivo;1/05/2025;Convergencia Móvil;9; $ -   
ABAI Masivo;1/05/2025;Internet;38; $ 3.630.330 
ABAI Proactivo;1/05/2025;Internet;8; $ 764.280 
ABAI Segundo Anillo;1/05/2025;Internet;21; $ 2.006.235 
Almacontact Swat;1/05/2025;Internet;9; $ 859.815 
AQI  Segundo Anillo;1/05/2025;Internet;32; $ 3.057.120 
AQI Masivo Barranquilla;1/05/2025;Internet;118; $ 11.273.130 
AQI Whatsapp;1/05/2025;Internet;64; $ 6.114.240 
Atento  Segundo Anillo;1/05/2025;Internet;108; $ 10.317.780 
Atento Clientes Criticos;1/05/2025;Internet;0; $ -   
Atento Proactivo;1/05/2025;Internet;43; $ 4.108.005 
Atento Swat Bogotá;1/05/2025;Internet;63; $ 6.018.705 
Atento Traslados Pereira;1/05/2025;Internet;86; $ 8.216.010 
BRM Filtro;1/05/2025;Internet;53; $ 5.063.355 
BRM Masivo Medellín;1/05/2025;Internet;205; $ 19.584.675 
BRM Whatsapp;1/05/2025;Internet;118; $ 11.273.130 
COS Fidelización Bogotá;1/05/2025;Internet;10; $ 955.350 
COS Masivo Bogotá;1/05/2025;Internet;126; $ 12.037.410 
COS Segundo Anillo;1/05/2025;Internet;145; $ 13.852.575 
Latcom;1/05/2025;Internet;0; $ -   
Millenium Masivo;1/05/2025;Internet;35; $ 3.343.725 
Millenium Web Center;1/05/2025;Internet;20; $ 1.910.700 
Nexa Masivo;1/05/2025;Internet;19; $ 1.815.165 
ABAI Masivo;1/05/2025;Línea Nueva;4; $ 134.080 
ABAI Proactivo;1/05/2025;Línea Nueva;0; $ -   
ABAI Segundo Anillo;1/05/2025;Línea Nueva;1; $ 33.520 
Almacontact Swat;1/05/2025;Línea Nueva;1; $ 33.520 
AQI  Segundo Anillo;1/05/2025;Línea Nueva;1; $ 33.520 
AQI Masivo Barranquilla;1/05/2025;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/05/2025;Línea Nueva;6; $ 201.120 
Atento  Segundo Anillo;1/05/2025;Línea Nueva;1; $ 33.520 
Atento Clientes Criticos;1/05/2025;Línea Nueva;0; $ -   
Atento Proactivo;1/05/2025;Línea Nueva;0; $ -   
Atento Swat Bogotá;1/05/2025;Línea Nueva;1; $ 33.520 
Atento Traslados Pereira;1/05/2025;Línea Nueva;1; $ 33.520 
BRM Filtro;1/05/2025;Línea Nueva;1; $ 33.520 
BRM Masivo Medellín;1/05/2025;Línea Nueva;2; $ 67.040 
BRM Whatsapp;1/05/2025;Línea Nueva;2; $ 67.040 
COS Fidelización Bogotá;1/05/2025;Línea Nueva;1; $ 33.520 
COS Masivo Bogotá;1/05/2025;Línea Nueva;8; $ 268.160 
COS Segundo Anillo;1/05/2025;Línea Nueva;1; $ 33.520 
Millenium Masivo;1/05/2025;Línea Nueva;4; $ 134.080 
Millenium Web Center;1/05/2025;Línea Nueva;1; $ 33.520 
Nexa Masivo;1/05/2025;Línea Nueva;1; $ 33.520 
ABAI Masivo;1/05/2025;Migraciones;207; $ 6.938.640 
ABAI Proactivo;1/05/2025;Migraciones;0; $ -   
ABAI Segundo Anillo;1/05/2025;Migraciones;9; $ 301.680 
Almacontact Swat;1/05/2025;Migraciones;1; $ 33.520 
AQI  Segundo Anillo;1/05/2025;Migraciones;11; $ 368.720 
AQI Masivo Barranquilla;1/05/2025;Migraciones;107; $ 3.586.640 
AQI Whatsapp;1/05/2025;Migraciones;63; $ 2.111.760 
Atento  Segundo Anillo;1/05/2025;Migraciones;4; $ 134.080 
Atento Clientes Criticos;1/05/2025;Migraciones;0; $ -   
Atento Proactivo;1/05/2025;Migraciones;0; $ -   
Atento Swat Bogotá;1/05/2025;Migraciones;12; $ 402.240 
Atento Traslados Pereira;1/05/2025;Migraciones;1; $ 33.520 
BRM Filtro;1/05/2025;Migraciones;80; $ 2.681.600 
BRM Masivo Medellín;1/05/2025;Migraciones;184; $ 6.167.680 
BRM Whatsapp;1/05/2025;Migraciones;82; $ 2.748.640 
COS Fidelización Bogotá;1/05/2025;Migraciones;0; $ -   
COS Masivo Bogotá;1/05/2025;Migraciones;218; $ 7.307.360 
COS Segundo Anillo;1/05/2025;Migraciones;19; $ 636.880 
Millenium Masivo;1/05/2025;Migraciones;107; $ 3.586.640 
Millenium Web Center;1/05/2025;Migraciones;26; $ 871.520 
Nexa Masivo;1/05/2025;Migraciones;112; $ 3.754.240 
ABAI Masivo;1/05/2025;Portabilidad Pospago;59; $ 1.977.680 
ABAI Proactivo;1/05/2025;Portabilidad Pospago;0; $ -   
ABAI Segundo Anillo;1/05/2025;Portabilidad Pospago;6; $ 201.120 
Almacontact Swat;1/05/2025;Portabilidad Pospago;24; $ 804.480 
AQI  Segundo Anillo;1/05/2025;Portabilidad Pospago;12; $ 402.240 
AQI Masivo Barranquilla;1/05/2025;Portabilidad Pospago;153; $ 5.128.560 
AQI Whatsapp;1/05/2025;Portabilidad Pospago;46; $ 1.541.920 
Atento  Segundo Anillo;1/05/2025;Portabilidad Pospago;31; $ 1.039.120 
Atento Clientes Criticos;1/05/2025;Portabilidad Pospago;0; $ -   
Atento Proactivo;1/05/2025;Portabilidad Pospago;0; $ -   
Atento Swat Bogotá;1/05/2025;Portabilidad Pospago;6; $ 201.120 
Atento Traslados Pereira;1/05/2025;Portabilidad Pospago;6; $ 201.120 
BRM Filtro;1/05/2025;Portabilidad Pospago;38; $ 1.273.760 
BRM Masivo Medellín;1/05/2025;Portabilidad Pospago;101; $ 3.385.520 
BRM Whatsapp;1/05/2025;Portabilidad Pospago;36; $ 1.206.720 
COS Fidelización Bogotá;1/05/2025;Portabilidad Pospago;7; $ 234.640 
COS Masivo Bogotá;1/05/2025;Portabilidad Pospago;104; $ 3.486.080 
COS Segundo Anillo;1/05/2025;Portabilidad Pospago;17; $ 569.840 
Millenium Masivo;1/05/2025;Portabilidad Pospago;56; $ 1.877.120 
Millenium Web Center;1/05/2025;Portabilidad Pospago;21; $ 703.920 
Nexa Masivo;1/05/2025;Portabilidad Pospago;53; $ 1.776.560 
ABAI Masivo;1/05/2025;Servicios Fijo;72; $ 3.232.130 
ABAI Proactivo;1/05/2025;Servicios Fijo;13; $ 617.043 
ABAI Segundo Anillo;1/05/2025;Servicios Fijo;39; $ 1.762.980 
Almacontact Swat;1/05/2025;Servicios Fijo;14; $ 675.809 
AQI  Segundo Anillo;1/05/2025;Servicios Fijo;61; $ 2.732.619 
AQI Masivo Barranquilla;1/05/2025;Servicios Fijo;225; $ 10.078.369 
AQI Whatsapp;1/05/2025;Servicios Fijo;121; $ 5.435.855 
Atento  Segundo Anillo;1/05/2025;Servicios Fijo;204; $ 9.167.496 
Atento Clientes Criticos;1/05/2025;Servicios Fijo;0; $ -   
Atento Proactivo;1/05/2025;Servicios Fijo;83; $ 3.702.258 
Atento Swat Bogotá;1/05/2025;Servicios Fijo;119; $ 5.347.706 
Atento Traslados Pereira;1/05/2025;Servicios Fijo;164; $ 7.345.750 
BRM Filtro;1/05/2025;Servicios Fijo;101; $ 4.524.982 
BRM Masivo Medellín;1/05/2025;Servicios Fijo;389; $ 17.453.502 
BRM Whatsapp;1/05/2025;Servicios Fijo;224; $ 10.048.986 
COS Fidelización Bogotá;1/05/2025;Servicios Fijo;18; $ 822.724 
COS Masivo Bogotá;1/05/2025;Servicios Fijo;237; $ 10.666.029 
COS Segundo Anillo;1/05/2025;Servicios Fijo;273; $ 12.282.094 
Latcom;1/05/2025;Servicios Fijo;0; $ -   
